list-il-m,4,32,1,384,681042,1773
list-il-m,8,1,1,24,701264,29219
list-il-m,8,2,1,48,631808,13162
list-il-m,8,4,1,96,690137,7188
list-il-m,8,8,1,192,650761,3389
list-il-m,8,16,1,384,639268,1664
list-il-m,8,32,1,768,729224,949
list-il-m,12,1,1,36,885819,24606
list-il-m,12,2,1,72,725974,10082
list-il-m,12,4,1,144,729744,5067
list-il-m,12,8,1,288,730571,2536
list-il-m,12,16,1,576,721596,1252
list-il-m,12,32,1,1152,939130,815
list-dl-m,2,1,1,6,514081,85680
list-dl-m,2,2,1,12,555411,46284
list-dl-m,2,4,1,24,502896,20954
list-dl-m,2,8,1,48,564470,11759
list-dl-m,2,16,1,96,507008,5281
list-dl-m,2,32,1,192,558357,2908
list-dl-m,4,1,1,12,578025,48168
list-dl-m,4,2,1,24,648632,27026
list-dl-m,4,4,1,48,644706,13431
list-dl-m,4,8,1,96,533531,5557
list-dl-m,4,16,1,192,532798,2774
list-dl-m,4,32,1,384,598977,1559
list-dl-m,8,1,1,24,622653,25943
list-dl-m,8,2,1,48,689426,14363
list-dl-m,8,4,1,96,605114,6303
list-dl-m,8,8,1,192,613672,3196
list-dl-m,8,16,1,384,627056,1632
list-dl-m,8,32,1,768,722464,940
list-dl-m,12,1,1,36,661475,18374
list-dl-m,12,2,1,72,701276,9739
list-dl-m,12,4,1,144,701758,4873
list-dl-m,12,8,1,288,769633,2672
list-dl-m,12,16,1,576,777926,1350
list-dl-m,12,32,1,1152,959824,833
list-i-s,2,1,1,6,506585,84430
list-i-s,2,2,1,12,496880,41406
list-i-s,2,4,1,24,475648,19818
list-i-s,2,8,1,48,528630,11013
list-i-s,2,16,1,96,525188,5470
list-i-s,2,32,1,192,535785,2790
list-i-s,4,1,1,12,574185,47848
list-i-s,4,2,1,24,550406,22933
list-i-s,4,4,1,48,611333,12736
list-i-s,4,8,1,96,673150,7011
list-i-s,4,16,1,192,555145,2891
list-i-s,4,32,1,384,543559,1415
list-i-s,8,1,1,24,667976,27832
